image,predicted_color,aquarius,name,price,mrp,material
90.jpg,black,70%,Black Shirt,2938,3321,Wool
900.jpg,black,83%,Black Shirt,2091,2574,Denim
901.jpg,unknown,81%,Stylish Shirt,2589,3098,Linen
902.jpg,white,53%,White Shirt,2915,3365,Wool
903.jpg,white,64%,White Shirt,1719,2029,Cotton
904.jpg,gray,44%,Gray Shirt,2274,2691,Denim
905.jpg,gray,44%,Gray Shirt,2838,3144,Denim
906.jpg,black,78%,Black Shirt,1587,2252,Linen
907.jpg,blue,80%,Blue Shirt,2625,3036,Silk
908.jpg,black,77%,Black Shirt,2189,2742,Linen
909.jpg,white,65%,White Shirt,1689,2408,Wool
91.jpg,black,73%,Black Shirt,2102,2520,Wool
910.jpg,white,54%,White Shirt,1556,1856,Polyester
911.jpg,white,42%,White Shirt,2131,2884,Silk
912.jpg,black,78%,Black Shirt,1758,2144,Silk
913.jpg,white,37%,White Shirt,2320,2840,Polyester
914.jpg,white,94%,White Shirt,2234,2982,Wool
915.jpg,white,47%,White Shirt,2398,3062,Linen
916.jpg,black,81%,Black Shirt,2666,3002,Linen
917.jpg,red,80%,Red Shirt,2293,2669,Polyester
918.jpg,gray,79%,Gray Shirt,2206,2612,Silk
919.jpg,black,80%,Black Shirt,2895,3469,Cotton
92.jpg,white,86%,White Shirt,1619,2243,Polyester
920.jpg,gray,55%,Gray Shirt,2955,3445,Silk
921.jpg,white,92%,White Shirt,2882,3226,Polyester
922.jpg,white,60%,White Shirt,2869,3185,Wool
923.jpg,unknown,80%,Stylish Shirt,2352,2981,Cotton
924.jpg,gray,46%,Gray Shirt,1859,2635,Cotton
925.jpg,white,45%,White Shirt,2468,2840,Denim
926.jpg,black,81%,Black Shirt,2904,3390,Denim
927.jpg,unknown,81%,Stylish Shirt,2869,3446,Linen
928.jpg,gray,82%,Gray Shirt,1727,2039,Cotton
929.jpg,green,65%,Green Shirt,2665,3316,Silk
93.jpg,white,89%,White Shirt,2586,3336,Polyester
930.jpg,white,62%,White Shirt,1701,2101,Silk
931.jpg,white,43%,White Shirt,1985,2593,Polyester
932.jpg,unknown,59%,Stylish Shirt,1796,2476,Linen
933.jpg,gray,60%,Gray Shirt,2743,3307,Cotton
934.jpg,black,68%,Black Shirt,1748,2413,Polyester
935.jpg,unknown,44%,Stylish Shirt,2534,3079,Silk
936.jpg,blue,80%,Blue Shirt,2777,3445,Wool
937.jpg,unknown,49%,Stylish Shirt,2919,3421,Denim
938.jpg,unknown,76%,Stylish Shirt,1506,1851,Polyester
939.jpg,black,76%,Black Shirt,1976,2774,Silk
94.jpg,black,84%,Black Shirt,2098,2419,Polyester
940.jpg,black,78%,Black Shirt,1532,2166,Wool
941.jpg,white,50%,White Shirt,2072,2652,Polyester
942.jpg,white,91%,White Shirt,2515,3067,Polyester
943.jpg,black,46%,Black Shirt,1530,2323,Polyester
944.jpg,black,78%,Black Shirt,2570,3026,Silk
945.jpg,unknown,49%,Stylish Shirt,1869,2497,Polyester
946.jpg,blue,80%,Blue Shirt,1783,2091,Cotton
947.jpg,white,42%,White Shirt,1661,2205,Silk
948.jpg,unknown,55%,Stylish Shirt,2574,3270,Silk
949.jpg,white,51%,White Shirt,2219,2744,Linen
95.jpg,white,95%,White Shirt,2868,3460,Denim
950.jpg,white,64%,White Shirt,1945,2419,Linen
951.jpg,black,73%,Black Shirt,2410,3084,Denim
952.jpg,red,81%,Red Shirt,1670,2273,Cotton
953.jpg,black,74%,Black Shirt,2074,2495,Denim
954.jpg,pink,79%,Pink Shirt,1918,2569,Cotton
955.jpg,gray,40%,Gray Shirt,1866,2276,Silk
956.jpg,white,42%,White Shirt,2565,3207,Silk
957.jpg,white,70%,White Shirt,2329,2838,Polyester
958.jpg,black,75%,Black Shirt,1871,2231,Silk
959.jpg,gray,49%,Gray Shirt,2516,2929,Silk
96.jpg,gray,68%,Gray Shirt,1884,2363,Denim
960.jpg,white,51%,White Shirt,2193,2874,Denim
961.jpg,black,76%,Black Shirt,1505,2288,Wool
962.jpg,black,79%,Black Shirt,2458,2772,Silk
963.jpg,unknown,75%,Stylish Shirt,2902,3496,Polyester
964.jpg,gray,74%,Gray Shirt,1726,2478,Denim
965.jpg,unknown,37%,Stylish Shirt,2277,2854,Cotton
966.jpg,black,78%,Black Shirt,1859,2228,Polyester
967.jpg,gray,42%,Gray Shirt,1705,2299,Polyester
968.jpg,white,63%,White Shirt,2138,2730,Polyester
969.jpg,white,42%,White Shirt,1769,2293,Silk
97.jpg,unknown,42%,Stylish Shirt,2371,3078,Cotton
970.jpg,blue,68%,Blue Shirt,1931,2637,Silk
971.jpg,black,77%,Black Shirt,1775,2430,Linen
972.jpg,white,77%,White Shirt,2822,3618,Polyester
973.jpg,white,63%,White Shirt,1543,1918,Linen
974.jpg,gray,77%,Gray Shirt,2620,3068,Linen
975.jpg,white,80%,White Shirt,1745,2237,Linen
976.jpg,gray,80%,Gray Shirt,2973,3578,Linen
977.jpg,gray,76%,Gray Shirt,2679,3440,Linen
978.jpg,white,73%,White Shirt,1639,2323,Linen
979.jpg,unknown,80%,Stylish Shirt,2936,3389,Silk
98.jpg,white,44%,White Shirt,1966,2346,Polyester
980.jpg,blue,77%,Blue Shirt,1517,2200,Denim
981.jpg,white,59%,White Shirt,1555,1908,Polyester
982.jpg,white,58%,White Shirt,2502,3059,Silk
983.jpg,white,50%,White Shirt,2772,3118,Silk
984.jpg,gray,47%,Gray Shirt,1907,2367,Cotton
985.jpg,unknown,45%,Stylish Shirt,2009,2704,Polyester
986.jpg,gray,67%,Gray Shirt,1850,2640,Cotton
987.jpg,black,77%,Black Shirt,2955,3702,Linen
988.jpg,unknown,78%,Stylish Shirt,1614,2100,Silk
989.jpg,white,62%,White Shirt,2865,3511,Polyester
99.jpg,gray,68%,Gray Shirt,1836,2608,Wool
990.jpg,unknown,83%,Stylish Shirt,2692,3462,Polyester
991.jpg,red,76%,Red Shirt,2642,2974,Silk
992.jpg,white,63%,White Shirt,2524,2861,Linen
993.jpg,gray,79%,Gray Shirt,2927,3459,Wool
994.jpg,white,48%,White Shirt,1503,1825,Denim
995.jpg,gray,54%,Gray Shirt,2443,2983,Silk
996.jpg,gray,48%,Gray Shirt,1761,2407,Linen
997.jpg,white,53%,White Shirt,1942,2370,Cotton
998.jpg,blue,75%,Blue Shirt,2920,3610,Silk
999.jpg,white,63%,White Shirt,2536,3226,Denim
